ID,TYPE,USER_ID,GENDER,AGE,name,size_mb
5001,1,4187,MALE,33,005001_1_004187_MALE_33.jpg,2.307088852
5001,2,4187,MALE,33,005001_2_004187_MALE_33.jpg,2.531793594
5001,3,4187,MALE,33,005001_3_004187_MALE_33.jpg,2.989788055
5001,4,4187,MALE,33,005001_4_004187_MALE_33.jpg,3.028281212
5002,1,4188,NONE,44,005002_1_004188_NONE_44.jpg,2.000212669
5002,2,4188,NONE,44,005002_2_004188_NONE_44.jpg,2.000212669
5002,3,4188,NONE,44,005002_3_004188_NONE_44.jpg,2.000212669
5002,4,4188,NONE,44,005002_4_004188_NONE_44.jpg,2.000212669
5003,1,4189,FEMALE,25,005003_1_004189_FEMALE_25.jpg,0.04949379
5003,2,4189,FEMALE,25,005003_2_004189_FEMALE_25.jpg,0.049468994
5003,3,4189,FEMALE,25,005003_3_004189_FEMALE_25.jpg,0.049073219
5003,4,4189,FEMALE,25,005003_4_004189_FEMALE_25.jpg,0.051078796
5004,1,3622,MALE,20,005004_1_003622_MALE_20.jpg,1.398163795
5004,2,3622,MALE,20,005004_2_003622_MALE_20.jpg,1.403963089
5004,3,3622,MALE,20,005004_3_003622_MALE_20.jpg,1.367218971
5004,4,3622,MALE,20,005004_4_003622_MALE_20.jpg,1.400997162
5005,1,4190,NONE,33,005005_1_004190_NONE_33.jpg,4.159982681
5005,2,4190,NONE,33,005005_2_004190_NONE_33.jpg,4.145871162
5005,3,4190,NONE,33,005005_3_004190_NONE_33.jpg,4.180523872
5005,4,4190,NONE,33,005005_4_004190_NONE_33.jpg,3.710618019
5006,1,260,MALE,30,005006_1_000260_MALE_30.jpg,1.046419144
5006,2,260,MALE,30,005006_2_000260_MALE_30.jpg,1.032014847
5006,3,260,MALE,30,005006_3_000260_MALE_30.jpg,0.969035149
5006,4,260,MALE,30,005006_4_000260_MALE_30.jpg,0.966879845
5007,1,4191,MALE,20,005007_1_004191_MALE_20.jpg,7.408510208
5007,2,4191,MALE,20,005007_2_004191_MALE_20.jpg,7.835479736
5007,3,4191,MALE,20,005007_3_004191_MALE_20.jpg,7.10193634
5007,4,4191,MALE,20,005007_4_004191_MALE_20.jpg,7.038759232
5008,1,4192,NONE,41,005008_1_004192_NONE_41.jpg,1.29488945
5008,2,4192,NONE,41,005008_2_004192_NONE_41.jpg,1.322682381
5008,3,4192,NONE,41,005008_3_004192_NONE_41.jpg,1.305380821
5008,4,4192,NONE,41,005008_4_004192_NONE_41.jpg,1.320425987
5009,1,4193,MALE,20,005009_1_004193_MALE_20.jpg,1.288565636
5009,2,4193,MALE,20,005009_2_004193_MALE_20.jpg,1.358872414
5009,3,4193,MALE,20,005009_3_004193_MALE_20.jpg,1.134194374
5009,4,4193,MALE,20,005009_4_004193_MALE_20.jpg,1.108117104
5010,1,4194,NONE,24,005010_1_004194_NONE_24.jpg,2.173436165
5010,2,4194,NONE,24,005010_2_004194_NONE_24.jpg,2.183257103
5010,3,4194,NONE,24,005010_3_004194_NONE_24.jpg,2.118625641
5010,4,4194,NONE,24,005010_4_004194_NONE_24.jpg,2.087579727
5011,1,2016,FEMALE,18,005011_1_002016_FEMALE_18.jpg,1.163497925
5011,2,2016,FEMALE,18,005011_2_002016_FEMALE_18.jpg,1.163080215
5011,3,2016,FEMALE,18,005011_3_002016_FEMALE_18.jpg,0.909200668
5011,4,2016,FEMALE,18,005011_4_002016_FEMALE_18.jpg,0.880348206
5012,1,4195,MALE,18,005012_1_004195_MALE_18.jpg,0.837784767
5012,2,4195,MALE,18,005012_2_004195_MALE_18.jpg,0.795588493
5012,3,4195,MALE,18,005012_3_004195_MALE_18.jpg,0.668273926
5012,4,4195,MALE,18,005012_4_004195_MALE_18.jpg,0.7495327
5013,1,2282,NONE,20,005013_1_002282_NONE_20.jpg,2.801026344
5013,2,2282,NONE,20,005013_2_002282_NONE_20.jpg,2.663168907
5013,3,2282,NONE,20,005013_3_002282_NONE_20.jpg,3.194480896
5013,4,2282,NONE,20,005013_4_002282_NONE_20.jpg,3.021047592
5014,1,4196,NONE,28,005014_1_004196_NONE_28.jpg,1.731352806
5014,2,4196,NONE,28,005014_2_004196_NONE_28.jpg,1.757915497
5014,3,4196,NONE,28,005014_3_004196_NONE_28.jpg,1.723098755
5014,4,4196,NONE,28,005014_4_004196_NONE_28.jpg,1.795228004
5015,1,636,NONE,20,005015_1_000636_NONE_20.jpg,1.377429962
5015,2,636,NONE,20,005015_2_000636_NONE_20.jpg,1.344820976
5015,3,636,NONE,20,005015_3_000636_NONE_20.jpg,1.290101051
5015,4,636,NONE,20,005015_4_000636_NONE_20.jpg,1.313549995
5016,1,4197,NONE,29,005016_1_004197_NONE_29.jpg,1.131637573
5016,2,4197,NONE,29,005016_2_004197_NONE_29.jpg,1.147374153
5016,3,4197,NONE,29,005016_3_004197_NONE_29.jpg,1.127451897
5016,4,4197,NONE,29,005016_4_004197_NONE_29.jpg,1.002297401
5017,1,4198,FEMALE,27,005017_1_004198_FEMALE_27.jpg,1.611941338
5017,2,4198,FEMALE,27,005017_2_004198_FEMALE_27.jpg,2.639291763
5017,3,4198,FEMALE,27,005017_3_004198_FEMALE_27.jpg,2.557012558
5017,4,4198,FEMALE,27,005017_4_004198_FEMALE_27.jpg,2.592699051
5018,1,4199,NONE,20,005018_1_004199_NONE_20.jpg,1.221585274
5018,2,4199,NONE,20,005018_2_004199_NONE_20.jpg,1.190777779
5018,3,4199,NONE,20,005018_3_004199_NONE_20.jpg,1.649546623
5018,4,4199,NONE,20,005018_4_004199_NONE_20.jpg,1.828987122
5019,1,4200,NONE,19,005019_1_004200_NONE_19.jpg,1.544556618
5019,2,4200,NONE,19,005019_2_004200_NONE_19.jpg,1.797222137
5019,3,4200,NONE,19,005019_3_004200_NONE_19.jpg,1.739998817
5019,4,4200,NONE,19,005019_4_004200_NONE_19.jpg,1.827372551
5020,1,627,MALE,30,005020_1_000627_MALE_30.jpg,3.042010307
5020,2,627,MALE,30,005020_2_000627_MALE_30.jpg,3.163755417
5020,3,627,MALE,30,005020_3_000627_MALE_30.jpg,3.889493942
5020,4,627,MALE,30,005020_4_000627_MALE_30.jpg,3.265501022
5021,1,879,FEMALE,44,005021_1_000879_FEMALE_44.jpg,1.695991516
5021,2,879,FEMALE,44,005021_2_000879_FEMALE_44.jpg,1.659455299
5021,3,879,FEMALE,44,005021_3_000879_FEMALE_44.jpg,1.607765198
5021,4,879,FEMALE,44,005021_4_000879_FEMALE_44.jpg,1.65794754
5022,1,4201,MALE,23,005022_1_004201_MALE_23.jpg,2.997994423
5022,2,4201,MALE,23,005022_2_004201_MALE_23.jpg,2.950746536
5022,3,4201,MALE,23,005022_3_004201_MALE_23.jpg,3.002771378
5022,4,4201,MALE,23,005022_4_004201_MALE_23.jpg,2.902902603
5023,1,1987,MALE,19,005023_1_001987_MALE_19.jpg,0.095967293
5023,2,1987,MALE,19,005023_2_001987_MALE_19.jpg,0.097797394
5023,3,1987,MALE,19,005023_3_001987_MALE_19.jpg,0.102788925
5023,4,1987,MALE,19,005023_4_001987_MALE_19.jpg,0.101215363
5024,1,4202,FEMALE,28,005024_1_004202_FEMALE_28.jpg,1.753806114
5024,2,4202,FEMALE,28,005024_2_004202_FEMALE_28.jpg,0.830263138
5024,3,4202,FEMALE,28,005024_3_004202_FEMALE_28.jpg,1.08425808
5024,4,4202,FEMALE,28,005024_4_004202_FEMALE_28.jpg,0.90780735
5025,1,4203,NONE,20,005025_1_004203_NONE_20.jpg,0.457787514
5025,2,4203,NONE,20,005025_2_004203_NONE_20.jpg,0.46022892
5025,3,4203,NONE,20,005025_3_004203_NONE_20.jpg,0.443900108
5025,4,4203,NONE,20,005025_4_004203_NONE_20.jpg,0.403817177
5026,1,4204,NONE,26,005026_1_004204_NONE_26.jpg,4.846227646
5026,2,4204,NONE,26,005026_2_004204_NONE_26.jpg,4.712739944
5026,3,4204,NONE,26,005026_3_004204_NONE_26.jpg,5.141427994
5026,4,4204,NONE,26,005026_4_004204_NONE_26.jpg,4.712849617
5027,1,4205,NONE,38,005027_1_004205_NONE_38.jpg,0.478892326
5027,2,4205,NONE,38,005027_2_004205_NONE_38.jpg,0.52364254
5027,3,4205,NONE,38,005027_3_004205_NONE_38.jpg,0.452064514
5027,4,4205,NONE,38,005027_4_004205_NONE_38.jpg,0.55692482
5028,1,789,FEMALE,19,005028_1_000789_FEMALE_19.jpg,1.12680912
5028,2,789,FEMALE,19,005028_2_000789_FEMALE_19.jpg,1.147702217
5028,3,789,FEMALE,19,005028_3_000789_FEMALE_19.jpg,1.095536232
5028,4,789,FEMALE,19,005028_4_000789_FEMALE_19.jpg,1.288294792
5029,1,1937,MALE,28,005029_1_001937_MALE_28.jpg,0.632163048
5029,2,1937,MALE,28,005029_2_001937_MALE_28.jpg,0.608879089
5029,3,1937,MALE,28,005029_3_001937_MALE_28.jpg,0.5812397
5029,4,1937,MALE,28,005029_4_001937_MALE_28.jpg,0.55055809
5030,1,3636,MALE,28,005030_1_003636_MALE_28.jpg,1.394349098
5030,2,3636,MALE,28,005030_2_003636_MALE_28.jpg,1.366339684
5030,3,3636,MALE,28,005030_3_003636_MALE_28.jpg,0.896091461
5030,4,3636,MALE,28,005030_4_003636_MALE_28.jpg,0.865400314
5031,1,4206,NONE,21,005031_1_004206_NONE_21.jpg,2.411708832
5031,2,4206,NONE,21,005031_2_004206_NONE_21.jpg,2.536413193
5031,3,4206,NONE,21,005031_3_004206_NONE_21.jpg,2.481883049
5031,4,4206,NONE,21,005031_4_004206_NONE_21.jpg,2.62491703
5032,1,4207,MALE,24,005032_1_004207_MALE_24.jpg,1.220757484
5032,2,4207,MALE,24,005032_2_004207_MALE_24.jpg,1.200555801
5032,3,4207,MALE,24,005032_3_004207_MALE_24.jpg,1.073717117
5032,4,4207,MALE,24,005032_4_004207_MALE_24.jpg,1.04932785
5033,1,3080,MALE,21,005033_1_003080_MALE_21.jpg,2.193235397
5033,2,3080,MALE,21,005033_2_003080_MALE_21.jpg,2.203875542
5033,3,3080,MALE,21,005033_3_003080_MALE_21.jpg,2.166109085
5033,4,3080,MALE,21,005033_4_003080_MALE_21.jpg,2.003993034
5034,1,2727,NONE,44,005034_1_002727_NONE_44.jpg,1.495955467
5034,2,2727,NONE,44,005034_2_002727_NONE_44.jpg,1.604793549
5034,3,2727,NONE,44,005034_3_002727_NONE_44.jpg,1.470924377
5034,4,2727,NONE,44,005034_4_002727_NONE_44.jpg,1.375843048
5035,1,267,NONE,44,005035_1_000267_NONE_44.jpg,1.030810356
5035,2,267,NONE,44,005035_2_000267_NONE_44.jpg,0.928695679
5035,3,267,NONE,44,005035_3_000267_NONE_44.jpg,0.929971695
5035,4,267,NONE,44,005035_4_000267_NONE_44.jpg,0.830608368
5036,1,361,MALE,21,005036_1_000361_MALE_21.jpg,1.317828178
5036,2,361,MALE,21,005036_2_000361_MALE_21.jpg,1.232430458
5036,3,361,MALE,21,005036_3_000361_MALE_21.jpg,1.183294296
5036,4,361,MALE,21,005036_4_000361_MALE_21.jpg,1.325433731
5037,1,4208,MALE,26,005037_1_004208_MALE_26.jpg,4.972675323
5037,2,4208,MALE,26,005037_2_004208_MALE_26.jpg,4.84493351
5037,3,4208,MALE,26,005037_3_004208_MALE_26.jpg,4.222435951
5037,4,4208,MALE,26,005037_4_004208_MALE_26.jpg,4.100753784
5038,1,1370,NONE,24,005038_1_001370_NONE_24.jpg,1.152656555
5038,2,1370,NONE,24,005038_2_001370_NONE_24.jpg,1.265559196
5038,3,1370,NONE,24,005038_3_001370_NONE_24.jpg,1.201026917
5038,4,1370,NONE,24,005038_4_001370_NONE_24.jpg,1.177684784
5039,1,4209,NONE,50,005039_1_004209_NONE_50.jpg,1.915130615
5039,2,4209,NONE,50,005039_2_004209_NONE_50.jpg,2.114732742
5039,3,4209,NONE,50,005039_3_004209_NONE_50.jpg,2.144130707
5039,4,4209,NONE,50,005039_4_004209_NONE_50.jpg,2.392169952
5040,1,4210,MALE,23,005040_1_004210_MALE_23.jpg,0.719825745
5040,2,4210,MALE,23,005040_2_004210_MALE_23.jpg,0.829476357
5040,3,4210,MALE,23,005040_3_004210_MALE_23.jpg,1.171332359
5040,4,4210,MALE,23,005040_4_004210_MALE_23.jpg,1.086877823
