ID,TYPE,USER_ID,GENDER,AGE,name,size_mb
7501,1,641,MALE,20,007501_1_000641_MALE_20.jpg,1.273313522
7501,2,641,MALE,20,007501_2_000641_MALE_20.jpg,1.355764389
7501,3,641,MALE,20,007501_3_000641_MALE_20.jpg,1.362175941
7501,4,641,MALE,20,007501_4_000641_MALE_20.jpg,1.303647995
7502,1,5464,NONE,21,007502_1_005464_NONE_21.jpg,3.965483665
7502,2,5464,NONE,21,007502_2_005464_NONE_21.jpg,3.19148922
7502,3,5464,NONE,21,007502_3_005464_NONE_21.jpg,3.295189857
7502,4,5464,NONE,21,007502_4_005464_NONE_21.jpg,3.251772881
7503,1,702,FEMALE,27,007503_1_000702_FEMALE_27.jpg,1.075030327
7503,2,702,FEMALE,27,007503_2_000702_FEMALE_27.jpg,1.036820412
7503,3,702,FEMALE,27,007503_3_000702_FEMALE_27.jpg,0.970955849
7503,4,702,FEMALE,27,007503_4_000702_FEMALE_27.jpg,0.965193748
7504,1,4725,MALE,19,007504_1_004725_MALE_19.jpg,3.425906181
7504,2,4725,MALE,19,007504_2_004725_MALE_19.jpg,2.335373878
7504,3,4725,MALE,19,007504_3_004725_MALE_19.jpg,2.32136631
7504,4,4725,MALE,19,007504_4_004725_MALE_19.jpg,2.398260117
7505,1,4483,NONE,22,007505_1_004483_NONE_22.jpg,0.841834068
7505,2,4483,NONE,22,007505_2_004483_NONE_22.jpg,0.910274506
7505,3,4483,NONE,22,007505_3_004483_NONE_22.jpg,1.009130478
7505,4,4483,NONE,22,007505_4_004483_NONE_22.jpg,0.945885658
7506,1,569,MALE,21,007506_1_000569_MALE_21.jpg,2.443203926
7506,2,569,MALE,21,007506_2_000569_MALE_21.jpg,2.450090408
7506,3,569,MALE,21,007506_3_000569_MALE_21.jpg,1.838173866
7506,4,569,MALE,21,007506_4_000569_MALE_21.jpg,1.956724167
7507,1,3497,MALE,24,007507_1_003497_MALE_24.jpg,1.291725159
7507,2,3497,MALE,24,007507_2_003497_MALE_24.jpg,1.282219887
7507,3,3497,MALE,24,007507_3_003497_MALE_24.jpg,1.338659286
7507,4,3497,MALE,24,007507_4_003497_MALE_24.jpg,1.432824135
7508,1,1082,MALE,22,007508_1_001082_MALE_22.jpg,2.996509552
7508,2,1082,MALE,22,007508_2_001082_MALE_22.jpg,3.442421913
7508,3,1082,MALE,22,007508_3_001082_MALE_22.jpg,2.969695091
7508,4,1082,MALE,22,007508_4_001082_MALE_22.jpg,2.91138649
7509,1,3469,FEMALE,19,007509_1_003469_FEMALE_19.jpg,2.223060608
7509,2,3469,FEMALE,19,007509_2_003469_FEMALE_19.jpg,2.110951424
7509,3,3469,FEMALE,19,007509_3_003469_FEMALE_19.jpg,1.937772751
7509,4,3469,FEMALE,19,007509_4_003469_FEMALE_19.jpg,1.962450027
7510,1,5465,FEMALE,23,007510_1_005465_FEMALE_23.jpg,2.209668159
7510,2,5465,FEMALE,23,007510_2_005465_FEMALE_23.jpg,2.20853138
7510,3,5465,FEMALE,23,007510_3_005465_FEMALE_23.jpg,2.162101746
7510,4,5465,FEMALE,23,007510_4_005465_FEMALE_23.jpg,2.262863159
7511,1,5466,MALE,35,007511_1_005466_MALE_35.jpg,2.623682976
7511,2,5466,MALE,35,007511_2_005466_MALE_35.jpg,2.796311378
7511,3,5466,MALE,35,007511_3_005466_MALE_35.jpg,2.443013191
7511,4,5466,MALE,35,007511_4_005466_MALE_35.jpg,2.892318726
7512,1,2582,FEMALE,26,007512_1_002582_FEMALE_26.jpg,3.201423645
7512,2,2582,FEMALE,26,007512_2_002582_FEMALE_26.jpg,3.006964684
7512,3,2582,FEMALE,26,007512_3_002582_FEMALE_26.jpg,2.882328987
7512,4,2582,FEMALE,26,007512_4_002582_FEMALE_26.jpg,3.017764091
7513,1,1709,MALE,31,007513_1_001709_MALE_31.jpg,1.258238792
7513,2,1709,MALE,31,007513_2_001709_MALE_31.jpg,1.144055367
7513,3,1709,MALE,31,007513_3_001709_MALE_31.jpg,1.206064224
7513,4,1709,MALE,31,007513_4_001709_MALE_31.jpg,1.230881691
7514,1,5467,NONE,23,007514_1_005467_NONE_23.jpg,6.528597832
7514,2,5467,NONE,23,007514_2_005467_NONE_23.jpg,6.042399406
7514,3,5467,NONE,23,007514_3_005467_NONE_23.jpg,6.348679543
7514,4,5467,NONE,23,007514_4_005467_NONE_23.jpg,6.771386147
7515,1,5468,NONE,22,007515_1_005468_NONE_22.jpg,2.589657784
7515,2,5468,NONE,22,007515_2_005468_NONE_22.jpg,2.357982635
7515,3,5468,NONE,22,007515_3_005468_NONE_22.jpg,2.247577667
7515,4,5468,NONE,22,007515_4_005468_NONE_22.jpg,2.182074547
7516,1,5005,MALE,32,007516_1_005005_MALE_32.jpg,1.13763237
7516,2,5005,MALE,32,007516_2_005005_MALE_32.jpg,1.17606926
7516,3,5005,MALE,32,007516_3_005005_MALE_32.jpg,1.152157784
7516,4,5005,MALE,32,007516_4_005005_MALE_32.jpg,1.35020256
